BCI-AV#	Blissymbol	English	Char	Char	5350	1497	212	34	4	1
25911		midnight_sun		17462	15719					
25912		milkmaid,dairymaid		18269	25915					
25913		millipede,millepede		14943	14647	15189				
25914		mother's_milk		15468	15662					
25915		mountain_pasture		14905	15663	12378				
25916		mouth_(wide-open),open_mouth,gape		15666	15921					
25917		myth		17272	15411	14114				
25918		northward		14390	15730	8998				
25919		open_one's_mouth,hold_one's_mouth_open,gape		25916	8993					
25920		others_(persons)		13675	9011					
25921		overturn,turn_over,tip_over		17957	24894	8993				
25922		paper_clip		17717	15962	17746				
25923		people_in_the_north_(Lapps,Eskimos)		21609						
25924		place_to_feed,feeding_place,feeding_ground		16193	14440	14377				
25925		plant_(edible)		16196	14377					
25926		polar_bear		12643	14919					
25927		polar_night		15719	15730					
25928		pupil_(eye)		15923	14133					
25929		raindrop		13867	16456					
25930		raise_one's_hand,put_up_one's_hand		25938	8993					
25931		reed,bamboo_(tall_grass)		14636	12835					
25932		rock_(geology)		17961	16188					
25933		rope,hawser		14647	14647	25878				
25934		sandstorm		23956	16715					
25935		school_way		25963	16734					
25936		season_of_darkness		23199	25858					
25937		sense		14430	21300	25890				
25938		show_of_hands		14667	17983					
25939		sight,vision,visual_sense		23542	14133					
25940		smell,sense_of_smell,olfaction		23542	15732					
25941		snake_(dangerous),viper,boa_(etc)		17189	13632					
25942		snake_(not_dangerous),grass_snake_(etc)		17189	15474	13632				
25943		sole_(of_shoe)		12881	16959					
25944		southward		14390	17219	8998				
25945		spill,slop		13135	22910	8993				
25946		sprout,germinate		12657	24905	8993				
25947		story_(historical),historic_story		17272	15975					
25948		summer_day		13639	17460					
25949		summer_house,summerhouse		14905	17460					
25950		swimming_rule(s)		16697	24947					
25951		tanker_truck,tank_lorry		17781	18209					
25952		taste,gustation,sense_of_taste		23542						
25953		tear,teardrop		25701	14133					
25954		tear_along,advance_fast,go_fast		24819	8993					
25955		thigh,upper_leg		15188	15948					
25956		thread,string,cord		14647	25878					
25957		touch,sense_of_touch,tactile_sense		23542	17001					
25958		traffic_rule(s)		16697	17766					
25959		trapeze		17485	24002					
25960		T-shirt,tee_shirt,jersey		13366	13161					
25961		tuft_of_grass,tussock		25033	14636					
25962		watchdog		12380	18045					
25963		way		16193	14390					
25964		very_much,very_many		15671	15671	8998				
25965		westward		14390	18224	8998				
25966		wheelchair_tricycle		17778	18233					
25967		winter_day		13639						
25968		winter_house		14905						
25969		woodpecker		12837	13179					
25970		work_method		16194	18274					
25971		zigzag		25972	8998					
25972		zigzag_line	Y							
25980		band_(of_frequencies)		24749	25579					
25981		beach_tennis_(activity)		26031	12640					
25982		beach_tennis_(sport)		26030	12640					
25983		beyond,past		15942	25579	8998				
25984		binoculars,field_glass		17755	16747	25996				
25985		broadband		25980	21323					
25986		church_ruin,temple_ruin,wreck,wreckage_(church,temple,mosque)_(1)		25605	14451					
25987		control		22913	25579					
25988		corruption		12327	26022	16755				
25989		Danish_(class)		13352	25990					
25990		Danish_(language)		15172	8499	18209				
25991		Denmark		13423	8499	18209				
25992		disability,handicap,impairment		12322	25579					
25993		disability_benefit		15484	25992					
25994		disabled,impaired,handicapped_(intellectually,mentally)		26012	8998					
25995		disabled,impaired,handicapped_(physically)		26020	8998					
25996		distance		15443	25559					
25997		empower		25999	8993					
25998		empowered		25999	8998					
25999		empowerment		14440	26022					
26000		eternal		26001	8998					
26001		eternity,infinity		17732	26011					
26002		far,distant,remote		25559	8998					
26003		fat,thick		25560	8998					
26004		guess,estimation		13868	25595					
26005		gym,gymnasium		16687	20518					
26006		gym_mat		16696	20518					
26007		Halloween		13639	23520					
26008		hearing_impairment		25579	13894					
26009		hearing-impaired		26008	8998					
26010		infinite,limitless		26011	8998					
26011		infiniteness,boundlessness,limitlessness		15474	25579					
26012		intellectual_impairment,cognitive_impairment,mental_impairment		25579	15471					
26013		lacrosse_(sport)		26030						
26014		limit,restrict,restrain,confine		25579	8998					
26015		limited,restricted,confined		25579	8993					
26016		Loki		22649	23894					
26017		long_jump_(sport)		20518	15139					
26018		louse,stinging_insect		14943	16432					
26019		odometer		23092	25559	9009				
26020		physical_impairment,physical_disability		25579	12870					
26021		placenta		23911	14377	14170				
26022		power,powerfulness		12322	25987					
26023		powerful,mighty		26022	8998					
26024		sitski,sit_ski_(sport)		20518	25609					
26025		speech_impaired		26026	8998					
26026		speech_impairment,dysarthria		25579	16728					
26027		squash_(sport)		26030	16687					
26028		table_tennis,ping-pong_(activity)		26031	17493					
26029		table_tennis,ping-pong_(sport)		26030	17493					
26030		tennis,racket_sport,racquet_sport		20518	16452					
26031		tennis_(activity)		12335	16452					
26032		visual_impairment		25579	15449					
26033		visually_impaired		26032	8998					
26040		body_with_mane	Y	12870						
26041		body_with_navel	Y	12870	13867					
26042		body_with_pubic_hair	Y	12870						
26043		building_with_attic	Y	14905						
26044		building_with_cellar	Y	14905						
26045		building_with_chimney	Y	14905						
26046		building_with_foundation	Y	14905						
26047		building_with_storey	Y	14905						
26048		building_with_yard_and_fence	Y	14905						
26049		buildings_with_courtyard	Y	14905	13901	14905				
26050		bulbous_plant	Y	15920	14205					
26051		eye_with_eyebrow	Y	14133	15214					
26052		face_with_beard	Y	14138	14660					
26053		face_with_pimple	Y	14138						
26054		furred_animal	Y	12378						
26055		throat	Y	14689						
26056		head_with_hair	Y	14689	14660					
26057		mountains_with_valley	Y	15663	13901	15663				
26058		out_of_body_(downward),excretion	Y	12870	13869					
26059		pointer,arrowhead	Y							
26060		pointer,arrowhead_(small)	Y							
26061		road_and_car	Y	13901	13121					
26062		steering_wheel	Y	13121	26059					
26063		street_and_building	Y	13901	14905					
26064		one_third	Y							
26065		two_thirds	Y							
26066		three_quarters	Y	8499		8500				
26100		cruelty,mercilessness,ruthlessness		14164	15159					
26101		democracy_(OLD)		24926	13175					
26102		endlessness		15474	13935					
26103		floating,afloat		25562	8998					
26104		interrogation		16445	14947					
26105		loss_(competition)		16451	17449					
26106		mourning,grief		16703	17449					
26107		translation		12902	15172					
26108		underground,below_ground		25628	8998					
26120		All_Saints'_Day		13639	12360	21085				
26121		animal_(cold-blooded),cold-blooded_animal,poikilotherm,ectotherm		12378	17520	20524				
26122		animal_(warm-blooded),warm-blooded_animal,homeotherm,endotherm		12378	17520	16713				
26123		arthropod(s)		14430	23204					
26124		assistance_dog		12380	14704					
26125		atlas,book_of_maps		12875	15421					
26126		attempt,effort,try		14390	24884					
26127		attendance_list,register_list,contact_list		15962						
26128		auditory_system		14430	25480	13894				
26129		badger		12378	17017	15671	15214			
26130		bedtime		17732	12649					
26131		bouquet_(flowers)		15671	14205					
26132		brook,creek		16677	24917					
26133		burial_mound,grave_mound		14638	14647	16188				
26134		capital,capital_city		13351	13423					
26135		carnivore		12378	15444					
26136		carpenter		16161	26137					
26137		carpentry,wood_work		18274	17755	17775	17775			
26138		character_(in_a_story)		16161						
26139		charge_(electricity)		14176	13918	8993				
26140		charged_(electricity)		14413	13918	8998				
26141		charger,battery_charger		17717	24897	13918				
26142		cheetah		12383	24819					
26143		chromosome		25878	12592	25616				
26144		clothes_line,drying_line		25878	23859					
26145		coloring_book,colouring_book		12875	15991	13377				
26146		communication_impaired		26147	8998					
26147		communication_impairment		25579	13390					
26148		compost		22377		13901				
26149		confusion_(feeling)		14164	22377					
26150		confusion_(mental)		15471	22377					
26151		cookbook,cookery_book		12875	22909					
26152		cycle_of_life,life_cycle		24249	15206					
26153		dictionary,lexicon,wordbook		12875	18272					
26154		digital_game,video_game,computer_game		23618	23476					
26155		diversity,variety_(general)		14647	13675					
26156		DNA		12592	15206	25616				
26157		download		24727	23476					
26158		download		26157	8993					
26159		dragon		12378	14183					
26160		drying_rack		17445	23859					
26161		drying_rack_(cloth)		26160	13365					
26162		drying_rack_(fish)		26160	14190					
26163		ear_bone,ossicle,auditory_ossicle		12873	13894					
26164		eardrum,tympanic_membrane		26197	13894					
26165		environs	Y	13901						
26166		equality_(social)		16713	24270					
26167		exercise_(physical)		18274	14690					
26168		face_painting		16172	14138	12913				
26169		fear_of_heights,acrophobia		22912	24909					
26170		fishing_line		25878	24502	14190				
26171		fishing_rod		15216	24502	14190				
26172		fist		14667						
26173		flight_attendant		18277	12357					
26174		gene		15972	26156					
26175		genetics		16735	12592	25616		26174		
26176		gill		25480	12900	14190				
26177		herbivore		12378	14377	16196				
26178		hierarchy		25748	16194					
26179		honest,honestly		26180	8998					
26180		honesty		16437	17786					
26181		hyena		12378	17216	17983				
26182		indigestion,heartburn		14164	16164	25480				
26183		industry		14430	14140					
26184		inequality		13675	24270					
26185		invertebrate		12378	15474	26247				
26186		justification		23224	21341					
26187		justified		26186	8998					
26188		justify		26186	8993					
26189		language_development		28012	15172					
26190		lifetime,life-time,lifespan		17732	15206	12360				
26191		literature		14430	12875					
26192		longsightedness,farsightedness,presbyopia,hyperopia		25579	14133	25586				
26193		longsighted,farsighted,presbyopic,hyperopic		26192	8998					
26194		lynx,bobcat		12383	13894	14660				
26195		make_compost		26148	8993					
26196		mammal		12378	15468					
26197		membrane,drumhead,drum_skin	Y	23854	26059					
26198		mink		26207	14415					
26199		modem		17717	13151	24750				
26200		modern		25587	14947	8998				
26201		molecule		14647	12592					
26202		mollusk(s),mollusc(s)		14430	17188					
26203		moon_axis		24605	15651					
26204		moon_phase,phase_of_the_moon		15212	15651					
26205		moss		16196	15474					
26206		mountain_range		14647	15663					
26207		mustelid_(animal)		12378	17018	14947				
26208		national_park		15969	13423					
26209		nearsightedness,shortsightedness,myopia		25579	14133					
26210		nearsighted,shortsighted,myopic		26209	8998					
26211		northeast	Y	17462	26059					
26212		northwest	Y	17462	26059					
26213		nutrient,nutrition		24515	24903	14690				
26214		omnivore		12378	14377	12378	16196			
26215		once_upon_a_time		8497	17732	15975				
26216		online_game,multiplayer_game,network_game		26154	23543					
26217		orbit_of_the_moon		16690	15651					
26218		period_of_life		15212	15206					
26219		pinch,pincer_grip		14180	16205					
26220		pinch,pluck,tweeze		26219	8993					
26221		plant-book,dictionary_of_plants		12875	16196					
26222		plastic_bag		16701	13365	13158				
26223		plough_(ancient),ard,ard_plough,scratch_plough		16206	15975					
26224		practice,drill,exercise,rehearsal		18274	24934					
26225		recycling_station		16193						
26226		referee,judge_(sport)		16161	13649	20518				
26227		referee_(football,soccer)		16161	13649	20583				
26228		reuse,recycling		24847	12350					
26229		reuse,use_again,recycle		26228	8993					
26230		rot,decompose		26231	8993	9009				
26231		rot,decomposition,rotting_matter		13151	24494	24883	9009			
26232		rotten,decomposed		26231	8998	9009				
26233		router		24628	24750	9009				
26234		run,jog		12335	16699					
26235		salt		14198	16711					
26236		saltwater,seawater		18209	16711					
26237		salty		17506	16711	8998				
26238		scavenger,carrion_eater		12378	14377	13642				
26239		school_year		18289	23198					
26240		selfie		16169	16752					
26241		server,host_(computer)		23447	13380					
26242		sloping,sloped,slanting,slanted		13871	8998					
26243		sort,differentiate,separate,classify		17961	8993					
26244		sort_garbage,separate_waste		26264	8993					
26245		southeast	Y	17462	26059					
26246		southwest	Y	17462	26059					
26247		spine,backbone		12873						
26248		steep		26242	14947	8998				
26249		stream_(digital),data_stream		16677	23476					
26250		stream_(digital_data)		26249	8993					
26251		streamed,streaming_(digital_data)		26249	8998					
26252		sweaty,sweating,perspiring		17475	8998					
26253		term,semester		23199	23198					
26254		umami		17506	23658					
26255		umami_tasting		26254	8998					
26256		unfinished		15474		8998				
26257		unicycle,monocycle,one-wheeled_vehicle		8497	18232					
26258		unicycle,ride_a_one-wheeled_vehicle		26257	8993					
26259		untrue,false		26260	8998					
26260		untruth,falsity,falsehood		15474	17786					
26261		upload		24903	23476					
26262		upload		26261	8993					
26263		walk,walking		12335	15189					
26264		waste_sorting,garbage_sorting,source_separation_(of_waste)		17961	18043					
